X2 o-> X8,0.940000,1
X13 o-> X9,0.600000,1
X7 o-> X18,1.000000,1
X1 o-> X12,0.910000,1
X11 o-> X18,1.000000,1
X3 o-> X12,0.870000,1
X16 o-> X6,0.090000,1
X5 o-> X20,0.040000,1
X14 o-> X15,0.070000,1
X9 o-> X15,0.400000,1
X4 o-> X18,1.000000,1
X3 o-> X8,0.870000,1
X19 o-> X6,0.090000,1
X3 o-> X14,0.800000,1
X10 o-> X14,0.930000,1
X20 o-> X5,0.080000,1
