X16 o-o X19,0.020000,0
X5 o-o X20,0.880000,1
X3 o-o X14,0.070000,1
X2 o-o X8,0.060000,1
X13 o-o X9,0.400000,1
X16 o-o X6,0.910000,1
X19 o-o X6,0.910000,1
