X3 <-> X12,0.100000,1
X3 <-> X14,0.130000,1
X3 <-> X8,0.020000,1
X15 <-> X9,0.600000,1
X14 <-> X15,0.930000,1
X15 <-> X20,0.040000,1
X6 <-> X1,0.090000,0
X5 <-> X3,0.080000,1
X14 <-> X8,0.010000,0
X1 <-> X12,0.090000,1
